,country,year,sex,age,SuicidesNo,population,HDIForYear,GDPForYearMoney,suicidesper100k,Generation,TotalPopulationYear,GDPperCapita
26319,Ukraine,2007,female,5-14 years,11,2155250,0.0,142719009901,0.51,Generation Z,44198672,3229.0338927151474
26320,Ukraine,2008,male,75+ years,554,818086,0.0,179992405832,67.72,Silent,43856123,4104.156809118763
26321,Ukraine,2008,male,55-74 years,1854,3810278,0.0,179992405832,48.66,Boomers,43856123,4104.156809118763
26322,Ukraine,2008,male,35-54 years,327,6254054,0.0,179992405832,5.23,Generation X,43856123,4104.156809118763
26323,Ukraine,2008,male,25-34 years,1452,3466915,0.0,179992405832,41.88,Millenials,43856123,4104.156809118763
26324,Ukraine,2008,male,15-24 years,856,3561320,0.0,179992405832,24.04,Millenials,43856123,4104.156809118763
26325,Ukraine,2008,female,75+ years,347,2087152,0.0,179992405832,16.63,Silent,43856123,4104.156809118763
26326,Ukraine,2008,female,55-74 years,483,5726858,0.0,179992405832,8.43,Boomers,43856123,4104.156809118763
26327,Ukraine,2008,female,35-54 years,528,7018040,0.0,179992405832,7.52,Generation X,43856123,4104.156809118763
26328,Ukraine,2008,female,25-34 years,182,3441323,0.0,179992405832,5.29,Millenials,43856123,4104.156809118763
26329,Ukraine,2008,female,15-24 years,118,3405168,0.0,179992405832,3.47,Millenials,43856123,4104.156809118763
26330,Ukraine,2008,male,5-14 years,36,2188808,0.0,179992405832,1.64,Generation Z,43856123,4104.156809118763
26331,Ukraine,2008,female,5-14 years,17,2078121,0.0,179992405832,0.82,Generation Z,43856123,4104.156809118763
26332,Ukraine,2009,male,75+ years,532,802009,0.0,117227769792,66.33,Silent,43557944,2691.306315835293
26333,Ukraine,2009,male,35-54 years,3133,6221337,0.0,117227769792,50.36,Generation X,43557944,2691.306315835293
26334,Ukraine,2009,male,55-74 years,1882,3841612,0.0,117227769792,48.99,Boomers,43557944,2691.306315835293
26335,Ukraine,2009,male,25-34 years,154,3534883,0.0,117227769792,4.36,Millenials,43557944,2691.306315835293
26336,Ukraine,2009,male,15-24 years,96,3418274,0.0,117227769792,2.81,Millenials,43557944,2691.306315835293
26337,Ukraine,2009,female,75+ years,313,2034703,0.0,117227769792,15.38,Silent,43557944,2691.306315835293
26338,Ukraine,2009,female,55-74 years,556,5806966,0.0,117227769792,9.57,Boomers,43557944,2691.306315835293
26339,Ukraine,2009,female,35-54 years,52,6971143,0.0,117227769792,0.75,Generation X,43557944,2691.306315835293
26340,Ukraine,2009,female,25-34 years,186,3494937,0.0,117227769792,5.32,Millenials,43557944,2691.306315835293
26341,Ukraine,2009,female,15-24 years,148,3267238,0.0,117227769792,4.53,Millenials,43557944,2691.306315835293
26342,Ukraine,2009,male,5-14 years,34,2136975,0.0,117227769792,1.59,Generation Z,43557944,2691.306315835293
26343,Ukraine,2009,female,5-14 years,19,2027867,0.0,117227769792,0.94,Generation Z,43557944,2691.306315835293
26344,Ukraine,2010,male,75+ years,495,804695,0.732,136013155905,61.51,Silent,43296809,3141.41293657461
26345,Ukraine,2010,male,55-74 years,1827,3866232,0.732,136013155905,47.26,Boomers,43296809,3141.41293657461
26346,Ukraine,2010,male,35-54 years,2853,6203439,0.732,136013155905,45.99,Generation X,43296809,3141.41293657461
26347,Ukraine,2010,male,25-34 years,1457,3589324,0.732,136013155905,40.59,Millenials,43296809,3141.41293657461
26348,Ukraine,2010,male,15-24 years,843,3271660,0.732,136013155905,25.77,Millenials,43296809,3141.41293657461
26349,Ukraine,2010,female,75+ years,33,2016954,0.732,136013155905,1.64,Silent,43296809,3141.41293657461
26350,Ukraine,2010,female,55-74 years,479,5860094,0.732,136013155905,8.17,Boomers,43296809,3141.41293657461
26351,Ukraine,2010,female,35-54 years,458,6928455,0.732,136013155905,6.61,Generation X,43296809,3141.41293657461
26352,Ukraine,2010,female,15-24 years,154,3125122,0.732,136013155905,4.93,Millenials,43296809,3141.41293657461
26353,Ukraine,2010,female,25-34 years,17,3534635,0.732,136013155905,0.48,Millenials,43296809,3141.41293657461
26354,Ukraine,2010,male,5-14 years,35,2102478,0.732,136013155905,1.66,Generation Z,43296809,3141.41293657461
26355,Ukraine,2010,female,5-14 years,15,1993721,0.732,136013155905,0.75,Generation Z,43296809,3141.41293657461
26356,Ukraine,2011,male,75+ years,531,830200,0.738,163159671670,63.96,Silent,43074791,3787.8227121287714
26357,Ukraine,2011,male,55-74 years,1761,3877753,0.738,163159671670,45.41,Boomers,43074791,3787.8227121287714
26358,Ukraine,2011,male,35-54 years,2664,6194997,0.738,163159671670,43.0,Generation X,43074791,3787.8227121287714
26359,Ukraine,2011,male,25-34 years,1457,3638908,0.738,163159671670,40.04,Millenials,43074791,3787.8227121287714
26360,Ukraine,2011,male,15-24 years,85,3114554,0.738,163159671670,2.73,Generation Z,43074791,3787.8227121287714
26361,Ukraine,2011,female,75+ years,311,2047428,0.738,163159671670,15.19,Silent,43074791,3787.8227121287714
26362,Ukraine,2011,female,55-74 years,552,5873828,0.738,163159671670,9.4,Boomers,43074791,3787.8227121287714
26363,Ukraine,2011,female,35-54 years,464,6890333,0.738,163159671670,6.73,Generation X,43074791,3787.8227121287714
26364,Ukraine,2011,female,15-24 years,157,2973653,0.738,163159671670,5.28,Generation Z,43074791,3787.8227121287714
26365,Ukraine,2011,female,25-34 years,16,3570316,0.738,163159671670,0.45,Millenials,43074791,3787.8227121287714
26366,Ukraine,2011,male,5-14 years,46,2085831,0.738,163159671670,2.21,Generation Z,43074791,3787.8227121287714
26367,Ukraine,2011,female,5-14 years,2,1976990,0.738,163159671670,0.1,Generation Z,43074791,3787.8227121287714
26368,Ukraine,2012,male,75+ years,59,878262,0.743,175781379051,6.72,Silent,42915935,4095.9466233463163
26369,Ukraine,2012,male,55-74 years,1768,3880830,0.743,175781379051,45.56,Boomers,42915935,4095.9466233463163
26370,Ukraine,2012,male,35-54 years,268,6175567,0.743,175781379051,4.34,Generation X,42915935,4095.9466233463163
26371,Ukraine,2012,male,25-34 years,145,3692383,0.743,175781379051,3.93,Millenials,42915935,4095.9466233463163
26372,Ukraine,2012,male,15-24 years,838,2960881,0.743,175781379051,28.3,Generation Z,42915935,4095.9466233463163
26373,Ukraine,2012,female,75+ years,347,2131156,0.743,175781379051,16.28,Silent,42915935,4095.9466233463163
26374,Ukraine,2012,female,55-74 years,524,5852504,0.743,175781379051,8.95,Boomers,42915935,4095.9466233463163
26375,Ukraine,2012,female,35-54 years,494,6837697,0.743,175781379051,7.22,Generation X,42915935,4095.9466233463163
26376,Ukraine,2012,female,25-34 years,186,3607893,0.743,175781379051,5.16,Millenials,42915935,4095.9466233463163
26377,Ukraine,2012,female,15-24 years,126,2819749,0.743,175781379051,4.47,Generation Z,42915935,4095.9466233463163
26378,Ukraine,2012,male,5-14 years,35,2094456,0.743,175781379051,1.67,Generation Z,42915935,4095.9466233463163
26379,Ukraine,2012,female,5-14 years,2,1984557,0.743,175781379051,0.1,Generation Z,42915935,4095.9466233463163
26380,Ukraine,2014,male,75+ years,68,919141,0.747,133503411376,7.4,Silent,40464165,3299.299797141495
26381,Ukraine,2014,male,55-74 years,1558,3702856,0.747,133503411376,42.08,Boomers,40464165,3299.299797141495
26382,Ukraine,2014,male,35-54 years,2363,5814873,0.747,133503411376,40.64,Generation X,40464165,3299.299797141495
26383,Ukraine,2014,male,25-34 years,132,3543016,0.747,133503411376,3.73,Millenials,40464165,3299.299797141495
26384,Ukraine,2014,male,15-24 years,56,2541203,0.747,133503411376,2.2,Generation Z,40464165,3299.299797141495
26385,Ukraine,2014,female,75+ years,339,2203221,0.747,133503411376,15.39,Silent,40464165,3299.299797141495
26386,Ukraine,2014,female,55-74 years,465,5487093,0.747,133503411376,8.47,Boomers,40464165,3299.299797141495
26387,Ukraine,2014,female,35-54 years,423,6365806,0.747,133503411376,6.64,Generation X,40464165,3299.299797141495
26388,Ukraine,2014,female,25-34 years,197,3444110,0.747,133503411376,5.72,Millenials,40464165,3299.299797141495
26389,Ukraine,2014,female,15-24 years,118,2408666,0.747,133503411376,4.9,Generation Z,40464165,3299.299797141495
26390,Ukraine,2014,male,5-14 years,21,2074827,0.747,133503411376,1.01,Generation Z,40464165,3299.299797141495
26391,Ukraine,2014,female,5-14 years,14,1959353,0.747,133503411376,0.71,Generation Z,40464165,3299.299797141495
26392,Ukraine,2015,male,75+ years,669,942786,0.0,91030959455,70.96,Silent,40345446,2256.2883418118613
26393,Ukraine,2015,male,55-74 years,1644,3747724,0.0,91030959455,43.87,Boomers,40345446,2256.2883418118613
26394,Ukraine,2015,male,35-54 years,2181,5795334,0.0,91030959455,37.63,Generation X,40345446,2256.2883418118613
26395,Ukraine,2015,male,25-34 years,1114,3527229,0.0,91030959455,31.58,Millenials,40345446,2256.2883418118613
26396,Ukraine,2015,male,15-24 years,57,2408074,0.0,91030959455,2.37,Generation Z,40345446,2256.2883418118613
26397,Ukraine,2015,female,75+ years,296,2261462,0.0,91030959455,13.09,Silent,40345446,2256.2883418118613
26398,Ukraine,2015,female,55-74 years,399,5508376,0.0,91030959455,7.24,Boomers,40345446,2256.2883418118613
26399,Ukraine,2015,female,35-54 years,427,6309963,0.0,91030959455,6.77,Generation X,40345446,2256.2883418118613
26400,Ukraine,2015,female,15-24 years,117,2281055,0.0,91030959455,5.13,Generation Z,40345446,2256.2883418118613
26401,Ukraine,2015,female,25-34 years,168,3421535,0.0,91030959455,4.91,Millenials,40345446,2256.2883418118613
26402,Ukraine,2015,male,5-14 years,33,2131084,0.0,91030959455,1.55,Generation Z,40345446,2256.2883418118613
26403,Ukraine,2015,female,5-14 years,19,2010824,0.0,91030959455,0.94,Generation Z,40345446,2256.2883418118613
26404,United Arab Emirates,2005,male,35-54 years,42,1083147,0.8220000000000001,180617018380,3.88,Generation X,4280433,42195.96904799117
26405,United Arab Emirates,2005,male,55-74 years,3,104270,0.8220000000000001,180617018380,2.88,Boomers,4280433,42195.96904799117
26406,United Arab Emirates,2005,female,15-24 years,7,281194,0.8220000000000001,180617018380,2.49,Millenials,4280433,42195.96904799117
26407,United Arab Emirates,2005,male,25-34 years,28,1132761,0.8220000000000001,180617018380,2.47,Generation X,4280433,42195.96904799117
26408,United Arab Emirates,2005,female,25-34 years,6,343997,0.8220000000000001,180617018380,1.74,Generation X,4280433,42195.96904799117
26409,United Arab Emirates,2005,male,15-24 years,7,454397,0.8220000000000001,180617018380,1.54,Millenials,4280433,42195.96904799117
26410,United Arab Emirates,2005,female,35-54 years,3,286724,0.8220000000000001,180617018380,1.05,Generation X,4280433,42195.96904799117
26411,United Arab Emirates,2005,female,5-14 years,0,261386,0.8220000000000001,180617018380,0.0,Generation Z,4280433,42195.96904799117
26412,United Arab Emirates,2005,female,55-74 years,0,37641,0.8220000000000001,180617018380,0.0,Boomers,4280433,42195.96904799117
26413,United Arab Emirates,2005,female,75+ years,0,5259,0.8220000000000001,180617018380,0.0,Silent,4280433,42195.96904799117
26414,United Arab Emirates,2005,male,5-14 years,0,282770,0.8220000000000001,180617018380,0.0,Generation Z,4280433,42195.96904799117
26415,United Arab Emirates,2005,male,75+ years,0,6887,0.8220000000000001,180617018380,0.0,Silent,4280433,42195.96904799117
26416,United Arab Emirates,2006,female,55-74 years,2,40353,0.0,222116541865,4.96,Boomers,4923879,45110.073148629366
26417,United Arab Emirates,2006,male,25-34 years,37,1335454,0.0,222116541865,2.77,Millenials,4923879,45110.073148629366
26418,United Arab Emirates,2006,male,35-54 years,3,1244561,0.0,222116541865,0.24,Generation X,4923879,45110.073148629366
26419,United Arab Emirates,2006,female,35-54 years,6,320618,0.0,222116541865,1.87,Generation X,4923879,45110.073148629366
26420,United Arab Emirates,2006,male,55-74 years,2,114304,0.0,222116541865,1.75,Boomers,4923879,45110.073148629366
26421,United Arab Emirates,2006,female,25-34 years,5,383191,0.0,222116541865,1.3,Millenials,4923879,45110.073148629366
26422,United Arab Emirates,2006,male,15-24 years,7,595516,0.0,222116541865,1.18,Millenials,4923879,45110.073148629366
26423,United Arab Emirates,2006,female,15-24 years,1,317537,0.0,222116541865,0.31,Millenials,4923879,45110.073148629366
26424,United Arab Emirates,2006,female,5-14 years,0,271444,0.0,222116541865,0.0,Generation Z,4923879,45110.073148629366
26425,United Arab Emirates,2006,female,75+ years,0,5553,0.0,222116541865,0.0,Silent,4923879,45110.073148629366
26426,United Arab Emirates,2006,male,5-14 years,0,287845,0.0,222116541865,0.0,Generation Z,4923879,45110.073148629366
26427,United Arab Emirates,2006,male,75+ years,0,7503,0.0,222116541865,0.0,Silent,4923879,45110.073148629366
26428,United Arab Emirates,2007,female,55-74 years,2,43719,0.0,257916133424,4.57,Boomers,5695389,45285.077704788906
26429,United Arab Emirates,2007,male,15-24 years,18,710296,0.0,257916133424,2.53,Millenials,5695389,45285.077704788906
26430,United Arab Emirates,2007,male,35-54 years,35,1481890,0.0,257916133424,2.36,Generation X,5695389,45285.077704788906
26431,United Arab Emirates,2007,male,25-34 years,33,1586738,0.0,257916133424,2.08,Millenials,5695389,45285.077704788906
26432,United Arab Emirates,2007,male,55-74 years,2,128386,0.0,257916133424,1.56,Boomers,5695389,45285.077704788906
26433,United Arab Emirates,2007,female,15-24 years,4,350408,0.0,257916133424,1.14,Millenials,5695389,45285.077704788906
26434,United Arab Emirates,2007,female,25-34 years,4,431502,0.0,257916133424,0.93,Millenials,5695389,45285.077704788906
26435,United Arab Emirates,2007,female,35-54 years,3,365164,0.0,257916133424,0.82,Generation X,5695389,45285.077704788906
26436,United Arab Emirates,2007,female,5-14 years,0,284824,0.0,257916133424,0.0,Generation Z,5695389,45285.077704788906
26437,United Arab Emirates,2007,female,75+ years,0,5982,0.0,257916133424,0.0,Silent,5695389,45285.077704788906
26438,United Arab Emirates,2007,male,5-14 years,0,297991,0.0,257916133424,0.0,Generation Z,5695389,45285.077704788906
26439,United Arab Emirates,2007,male,75+ years,0,8489,0.0,257916133424,0.0,Silent,5695389,45285.077704788906
26440,United Arab Emirates,2008,male,15-24 years,18,776831,0.0,315474615739,2.32,Millenials,6510358,48457.33763627131
26441,United Arab Emirates,2008,male,55-74 years,3,144591,0.0,315474615739,2.07,Boomers,6510358,48457.33763627131
26442,United Arab Emirates,2008,female,25-34 years,1,485856,0.0,315474615739,0.21,Millenials,6510358,48457.33763627131
26443,United Arab Emirates,2008,male,35-54 years,36,1776139,0.0,315474615739,2.03,Generation X,6510358,48457.33763627131
26444,United Arab Emirates,2008,male,25-34 years,25,1856262,0.0,315474615739,1.35,Millenials,6510358,48457.33763627131
26445,United Arab Emirates,2008,female,15-24 years,4,374233,0.0,315474615739,1.07,Millenials,6510358,48457.33763627131
26446,United Arab Emirates,2008,female,35-54 years,4,417902,0.0,315474615739,0.96,Generation X,6510358,48457.33763627131
26447,United Arab Emirates,2008,female,5-14 years,0,300552,0.0,315474615739,0.0,Generation Z,6510358,48457.33763627131
26448,United Arab Emirates,2008,female,55-74 years,0,47552,0.0,315474615739,0.0,Boomers,6510358,48457.33763627131
26449,United Arab Emirates,2008,female,75+ years,0,6441,0.0,315474615739,0.0,Silent,6510358,48457.33763627131
26450,United Arab Emirates,2008,male,5-14 years,0,314457,0.0,315474615739,0.0,Generation Z,6510358,48457.33763627131
26451,United Arab Emirates,2008,male,75+ years,0,9542,0.0,315474615739,0.0,Silent,6510358,48457.33763627131
26452,United Arab Emirates,2009,male,25-34 years,52,2097782,0.0,253547358747,2.48,Millenials,7252480,34960.09072027775
26453,United Arab Emirates,2009,male,15-24 years,15,780955,0.0,253547358747,1.92,Millenials,7252480,34960.09072027775
26454,United Arab Emirates,2009,male,35-54 years,39,2094463,0.0,253547358747,1.86,Generation X,7252480,34960.09072027775
26455,United Arab Emirates,2009,male,55-74 years,3,161132,0.0,253547358747,1.86,Boomers,7252480,34960.09072027775
26456,United Arab Emirates,2009,female,15-24 years,7,385569,0.0,253547358747,1.82,Millenials,7252480,34960.09072027775
26457,United Arab Emirates,2009,female,25-34 years,4,539991,0.0,253547358747,0.74,Millenials,7252480,34960.09072027775
26458,United Arab Emirates,2009,female,5-14 years,2,316123,0.0,253547358747,0.63,Generation Z,7252480,34960.09072027775
26459,United Arab Emirates,2009,female,35-54 years,2,475003,0.0,253547358747,0.42,Generation X,7252480,34960.09072027775
26460,United Arab Emirates,2009,female,55-74 years,0,51590,0.0,253547358747,0.0,Boomers,7252480,34960.09072027775
26461,United Arab Emirates,2009,female,75+ years,0,6796,0.0,253547358747,0.0,Silent,7252480,34960.09072027775
26462,United Arab Emirates,2009,male,5-14 years,0,332784,0.0,253547358747,0.0,Generation Z,7252480,34960.09072027775
26463,United Arab Emirates,2009,male,75+ years,0,10292,0.0,253547358747,0.0,Silent,7252480,34960.09072027775
26464,United Arab Emirates,2010,male,75+ years,1,10567,0.828,289787338325,9.46,Silent,7839736,36963.91540799333
26465,United Arab Emirates,2010,male,55-74 years,5,177232,0.828,289787338325,2.82,Boomers,7839736,36963.91540799333
26466,United Arab Emirates,2010,female,25-34 years,14,587552,0.828,289787338325,2.38,Millenials,7839736,36963.91540799333
26467,United Arab Emirates,2010,female,55-74 years,1,55621,0.828,289787338325,1.8,Boomers,7839736,36963.91540799333
26468,United Arab Emirates,2010,male,25-34 years,39,2271630,0.828,289787338325,1.72,Millenials,7839736,36963.91540799333
26469,United Arab Emirates,2010,female,15-24 years,6,385198,0.828,289787338325,1.56,Millenials,7839736,36963.91540799333
26470,United Arab Emirates,2010,male,35-54 years,34,2405804,0.828,289787338325,1.41,Generation X,7839736,36963.91540799333
26471,United Arab Emirates,2010,male,15-24 years,1,730245,0.828,289787338325,0.14,Millenials,7839736,36963.91540799333
26472,United Arab Emirates,2010,female,35-54 years,1,533458,0.828,289787338325,0.19,Generation X,7839736,36963.91540799333
26473,United Arab Emirates,2010,female,5-14 years,0,329210,0.828,289787338325,0.0,Generation Z,7839736,36963.91540799333
26474,United Arab Emirates,2010,female,75+ years,0,6996,0.828,289787338325,0.0,Silent,7839736,36963.91540799333
26475,United Arab Emirates,2010,male,5-14 years,0,346223,0.828,289787338325,0.0,Generation Z,7839736,36963.91540799333
26476,United Kingdom,1985,male,75+ years,264,1202838,0.753,489285164271,21.95,GI Generation,53006535,9230.657394809905
26477,United Kingdom,1985,male,55-74 years,915,5170113,0.753,489285164271,17.7,Silent,53006535,9230.657394809905
26478,United Kingdom,1985,male,35-54 years,128,6899879,0.753,489285164271,1.86,Boomers,53006535,9230.657394809905
26479,United Kingdom,1985,male,25-34 years,62,3969689,0.753,489285164271,1.56,Boomers,53006535,9230.657394809905
26480,United Kingdom,1985,female,55-74 years,678,6002096,0.753,489285164271,11.3,Silent,53006535,9230.657394809905
26481,United Kingdom,1985,female,75+ years,237,2418692,0.753,489285164271,9.8,GI Generation,53006535,9230.657394809905
26482,United Kingdom,1985,male,15-24 years,411,4731293,0.753,489285164271,8.69,Generation X,53006535,9230.657394809905
26483,United Kingdom,1985,female,35-54 years,55,6879295,0.753,489285164271,0.8,Boomers,53006535,9230.657394809905
26484,United Kingdom,1985,female,25-34 years,176,3899906,0.753,489285164271,4.51,Boomers,53006535,9230.657394809905
26485,United Kingdom,1985,female,15-24 years,86,4549121,0.753,489285164271,1.89,Generation X,53006535,9230.657394809905
26486,United Kingdom,1985,male,5-14 years,3,3740694,0.753,489285164271,0.08,Generation X,53006535,9230.657394809905
26487,United Kingdom,1985,female,5-14 years,2,3542919,0.753,489285164271,0.06,Generation X,53006535,9230.657394809905
26488,United Kingdom,1986,male,75+ years,28,1227718,0.0,601452653181,2.28,GI Generation,53119533,11322.626898489489
26489,United Kingdom,1986,male,55-74 years,892,5159651,0.0,601452653181,17.29,Silent,53119533,11322.626898489489
26490,United Kingdom,1986,male,35-54 years,1152,6950315,0.0,601452653181,16.57,Boomers,53119533,11322.626898489489
26491,United Kingdom,1986,male,25-34 years,616,4039982,0.0,601452653181,15.25,Boomers,53119533,11322.626898489489
26492,United Kingdom,1986,male,15-24 years,449,4715034,0.0,601452653181,9.52,Generation X,53119533,11322.626898489489
26493,United Kingdom,1986,female,75+ years,223,2454593,0.0,601452653181,9.09,GI Generation,53119533,11322.626898489489
26494,United Kingdom,1986,female,55-74 years,541,5964761,0.0,601452653181,9.07,Silent,53119533,11322.626898489489
26495,United Kingdom,1986,female,35-54 years,424,6933075,0.0,601452653181,6.12,Boomers,53119533,11322.626898489489
26496,United Kingdom,1986,female,25-34 years,161,3980652,0.0,601452653181,4.04,Boomers,53119533,11322.626898489489
26497,United Kingdom,1986,female,15-24 years,97,4538658,0.0,601452653181,2.14,Generation X,53119533,11322.626898489489
26498,United Kingdom,1986,female,5-14 years,2,3480190,0.0,601452653181,0.06,Millenials,53119533,11322.626898489489
26499,United Kingdom,1986,male,5-14 years,2,3674904,0.0,601452653181,0.05,Millenials,53119533,11322.626898489489
26500,United Kingdom,1987,male,75+ years,248,1272201,0.0,745162608269,19.49,GI Generation,53239668,13996.379696977074
26501,United Kingdom,1987,male,55-74 years,857,5141737,0.0,745162608269,16.67,Silent,53239668,13996.379696977074
26502,United Kingdom,1987,male,35-54 years,172,6997144,0.0,745162608269,2.46,Boomers,53239668,13996.379696977074
26503,United Kingdom,1987,male,25-34 years,618,4130709,0.0,745162608269,14.96,Boomers,53239668,13996.379696977074
26504,United Kingdom,1987,male,15-24 years,461,4665275,0.0,745162608269,9.88,Generation X,53239668,13996.379696977074
26505,United Kingdom,1987,female,55-74 years,464,5919684,0.0,745162608269,7.84,Silent,53239668,13996.379696977074
26506,United Kingdom,1987,female,75+ years,174,2508896,0.0,745162608269,6.94,GI Generation,53239668,13996.379696977074
26507,United Kingdom,1987,female,35-54 years,417,6986157,0.0,745162608269,5.97,Boomers,53239668,13996.379696977074
26508,United Kingdom,1987,female,25-34 years,168,4073306,0.0,745162608269,4.12,Boomers,53239668,13996.379696977074
26509,United Kingdom,1987,female,15-24 years,15,4483586,0.0,745162608269,0.33,Generation X,53239668,13996.379696977074
26510,United Kingdom,1987,male,5-14 years,7,3625848,0.0,745162608269,0.19,Millenials,53239668,13996.379696977074
26511,United Kingdom,1987,female,5-14 years,3,3435125,0.0,745162608269,0.09,Millenials,53239668,13996.379696977074
26512,United Kingdom,1988,male,75+ years,313,1304946,0.0,910122732124,23.99,GI Generation,53310780,17072.020558018474
26513,United Kingdom,1988,male,35-54 years,1218,7060763,0.0,910122732124,17.25,Boomers,53310780,17072.020558018474
26514,United Kingdom,1988,male,25-34 years,695,4217963,0.0,910122732124,16.48,Boomers,53310780,17072.020558018474
26515,United Kingdom,1988,male,55-74 years,816,5119070,0.0,910122732124,15.94,Silent,53310780,17072.020558018474
26516,United Kingdom,1988,male,15-24 years,565,4573487,0.0,910122732124,12.35,Generation X,53310780,17072.020558018474
26517,United Kingdom,1988,female,75+ years,25,2551912,0.0,910122732124,0.98,GI Generation,53310780,17072.020558018474
26518,United Kingdom,1988,female,55-74 years,445,5863850,0.0,910122732124,7.59,Silent,53310780,17072.020558018474
26519,United Kingdom,1988,female,35-54 years,417,7055435,0.0,910122732124,5.91,Boomers,53310780,17072.020558018474
26520,United Kingdom,1988,female,25-34 years,171,4162366,0.0,910122732124,4.11,Boomers,53310780,17072.020558018474
26521,United Kingdom,1988,female,15-24 years,12,4389539,0.0,910122732124,0.27,Generation X,53310780,17072.020558018474
26522,United Kingdom,1988,male,5-14 years,4,3599080,0.0,910122732124,0.11,Millenials,53310780,17072.020558018474
26523,United Kingdom,1988,female,5-14 years,2,3412369,0.0,910122732124,0.06,Millenials,53310780,17072.020558018474
26524,United Kingdom,1989,male,75+ years,267,1338351,0.0,926884816754,19.95,GI Generation,53425129,17349.229362721802
26525,United Kingdom,1989,male,35-54 years,1117,7132941,0.0,926884816754,15.66,Boomers,53425129,17349.229362721802
26526,United Kingdom,1989,male,25-34 years,664,4320494,0.0,926884816754,15.37,Boomers,53425129,17349.229362721802
26527,United Kingdom,1989,male,55-74 years,73,5101514,0.0,926884816754,1.43,Silent,53425129,17349.229362721802
26528,United Kingdom,1989,male,15-24 years,482,4444822,0.0,926884816754,10.84,Generation X,53425129,17349.229362721802
26529,United Kingdom,1989,female,75+ years,176,2599321,0.0,926884816754,6.77,GI Generation,53425129,17349.229362721802
26530,United Kingdom,1989,female,55-74 years,352,5807846,0.0,926884816754,6.06,Silent,53425129,17349.229362721802
26531,United Kingdom,1989,female,35-54 years,353,7131057,0.0,926884816754,4.95,Boomers,53425129,17349.229362721802
26532,United Kingdom,1989,female,25-34 years,157,4262150,0.0,926884816754,3.68,Boomers,53425129,17349.229362721802
26533,United Kingdom,1989,female,15-24 years,87,4270368,0.0,926884816754,2.04,Generation X,53425129,17349.229362721802
26534,United Kingdom,1989,female,5-14 years,2,3415806,0.0,926884816754,0.06,Millenials,53425129,17349.229362721802
26535,United Kingdom,1989,male,5-14 years,1,3600459,0.0,926884816754,0.03,Millenials,53425129,17349.229362721802
26536,United Kingdom,1990,male,75+ years,264,1360178,0.773,1093169389205,19.41,GI Generation,53557854,20411.000582752997
26537,United Kingdom,1990,male,35-54 years,1246,7192919,0.773,1093169389205,17.32,Boomers,53557854,20411.000582752997
26538,United Kingdom,1990,male,25-34 years,763,4427270,0.773,1093169389205,17.23,Generation X,53557854,20411.000582752997
26539,United Kingdom,1990,male,55-74 years,721,5093581,0.773,1093169389205,14.16,Silent,53557854,20411.000582752997
26540,United Kingdom,1990,male,15-24 years,528,4317816,0.773,1093169389205,12.23,Generation X,53557854,20411.000582752997
26541,United Kingdom,1990,female,55-74 years,34,5762152,0.773,1093169389205,0.59,Silent,53557854,20411.000582752997
26542,United Kingdom,1990,female,75+ years,154,2625749,0.773,1093169389205,5.86,GI Generation,53557854,20411.000582752997
26543,United Kingdom,1990,female,35-54 years,36,7196514,0.773,1093169389205,0.5,Boomers,53557854,20411.000582752997
26544,United Kingdom,1990,female,25-34 years,18,4366845,0.773,1093169389205,0.41,Generation X,53557854,20411.000582752997
26545,United Kingdom,1990,female,15-24 years,85,4138638,0.773,1093169389205,2.05,Generation X,53557854,20411.000582752997
26546,United Kingdom,1990,male,5-14 years,2,3630327,0.773,1093169389205,0.06,Millenials,53557854,20411.000582752997
26547,United Kingdom,1990,female,5-14 years,0,3445865,0.773,1093169389205,0.0,Millenials,53557854,20411.000582752997
26548,United Kingdom,1991,male,35-54 years,1342,7271111,0.0,1142797178131,18.46,Boomers,53903427,21200.82602783307
26549,United Kingdom,1991,male,25-34 years,81,4577587,0.0,1142797178131,1.77,Generation X,53903427,21200.82602783307
26550,United Kingdom,1991,male,75+ years,238,1367055,0.0,1142797178131,17.41,GI Generation,53903427,21200.82602783307
26551,United Kingdom,1991,male,55-74 years,628,5106574,0.0,1142797178131,12.3,Silent,53903427,21200.82602783307
26552,United Kingdom,1991,male,15-24 years,481,4218626,0.0,1142797178131,11.4,Generation X,53903427,21200.82602783307
26553,United Kingdom,1991,female,75+ years,151,2671099,0.0,1142797178131,5.65,GI Generation,53903427,21200.82602783307
26554,United Kingdom,1991,female,55-74 years,311,5765907,0.0,1142797178131,5.39,Silent,53903427,21200.82602783307
26555,United Kingdom,1991,female,35-54 years,336,7264229,0.0,1142797178131,4.63,Boomers,53903427,21200.82602783307
26556,United Kingdom,1991,female,25-34 years,161,4465693,0.0,1142797178131,3.61,Generation X,53903427,21200.82602783307
26557,United Kingdom,1991,female,15-24 years,93,4021225,0.0,1142797178131,2.31,Generation X,53903427,21200.82602783307
26558,United Kingdom,1991,male,5-14 years,4,3687655,0.0,1142797178131,0.11,Millenials,53903427,21200.82602783307
26559,United Kingdom,1991,female,5-14 years,1,3486666,0.0,1142797178131,0.03,Millenials,53903427,21200.82602783307
26560,United Kingdom,1992,male,35-54 years,1361,7357267,0.0,1179659529660,18.5,Boomers,54076358,21814.700051730553
